Order Number	Country	Product	Units Sold	Manufacturing Price	Sale Price	Gross Sales	Sales	COGS	Profit	Date
703-506-494	Japan	Mandarin	" £1,763 "	 £250.00 	 £7.00 	" £12,341.00 "	" £11,565.82 "	" £7,910.00 "	" £3,655.82 "	1/12/2019
592-495-554	Japan	Luxe	" £4,473 "	 £260.00 	 £7.00 	" £31,311.00 "	" £30,754.85 "	" £5,675.00 "	" £25,079.85 "	1/6/2019
615-421-420	United States of America	Kensington	" £1,246 "	 £3.00 	 £350.00 	" £436,100.00 "	" £392,955.50 "	" £457,860.00 "	"-£64,904.50 "	1/3/2019
694-615-416	United Kingdom	Kensington	" £1,615 "	 £3.00 	 £300.00 	" £484,500.00 "	" £475,092.00 "	" £112,000.00 "	" £363,092.00 "	1/6/2019
670-578-532	United Kingdom	Kensington	 £749 	 £3.00 	 £300.00 	" £224,700.00 "	" £178,899.00 "	" £545,250.00 "	"-£366,351.00 "	1/10/2019
727-394-475	United Kingdom	Royal Oak	" £1,318 "	 £5.00 	 £20.00 	" £26,360.00 "	" £23,593.60 "	" £19,760.00 "	" £3,833.60 "	1/10/2019
713-474-457	United Kingdom	Royal Oak	" £2,882 "	 £5.00 	 £300.00 	" £864,600.00 "	" £818,799.00 "	" £545,250.00 "	" £273,549.00 "	1/10/2019
562-531-471	India	Royal Oak	" £3,039 "	 £5.00 	 £125.00 	" £379,875.00 "	" £358,000.00 "	" £300,000.00 "	" £58,000.00 "	1/11/2018
695-477-354	Japan	Vermont	" £2,484 "	 £10.00 	 £300.00 	" £745,200.00 "	" £709,458.00 "	" £425,500.00 "	" £283,958.00 "	1/5/2019
461-660-550	United Kingdom	Vermont	" £3,169 "	 £10.00 	 £300.00 	" £950,700.00 "	" £941,292.00 "	" £112,000.00 "	" £829,292.00 "	1/6/2019
480-657-319	India	Vermont	" £4,080 "	 £10.00 	 £125.00 	" £510,000.00 "	" £479,261.25 "	" £421,560.00 "	" £57,701.25 "	1/7/2019
753-512-457	United Kingdom	Vermont	" £3,943 "	 £10.00 	 £15.00 	" £59,145.00 "	" £56,938.95 "	" £21,010.00 "	" £35,928.95 "	1/8/2019
530-495-442	United States of America	Vermont	 £784 	 £10.00 	 £15.00 	" £11,760.00 "	" £8,682.45 "	" £29,310.00 "	"-£20,627.55 "	1/9/2018
668-650-475	United Kingdom	Vermont	 £253 	 £10.00 	 £20.00 	" £5,060.00 "	" £2,911.00 "	" £15,350.00 "	"-£12,439.00 "	1/9/2019
526-417-364	India	Vermont	" £1,316 "	 £10.00 	 £300.00 	" £394,800.00 "	" £371,217.00 "	" £280,750.00 "	" £90,467.00 "	1/9/2018
642-465-559	Japan	Vermont	 £808 	 £10.00 	 £300.00 	" £242,400.00 "	" £212,916.00 "	" £351,000.00 "	"-£138,084.00 "	1/11/2018
752-592-480	Brazil	Vermont	" £3,295 "	 £10.00 	 £12.00 	" £39,540.00 "	" £37,219.08 "	" £8,289.00 "	" £28,930.08 "	1/11/2018
662-444-336	India	Vermont	 £520 	 £10.00 	 £7.00 	" £3,640.00 "	" £2,598.75 "	" £10,625.00 "	"-£8,026.25 "	1/12/2018
672-549-332	United Kingdom	Burlington	 £799 	 £120.00 	 £300.00 	" £239,700.00 "	" £204,861.00 "	" £414,750.00 "	"-£209,889.00 "	1/7/2019
491-393-338	Brazil	Burlington	" £3,942 "	 £120.00 	 £20.00 	" £78,840.00 "	" £77,987.40 "	" £6,090.00 "	" £71,897.40 "	1/8/2019
572-400-293	India	Burlington	" £2,498 "	 £120.00 	 £125.00 	" £312,250.00 "	" £293,988.75 "	" £250,440.00 "	" £43,548.75 "	1/9/2019
601-559-516	United Kingdom	Burlington	" £2,517 "	 £120.00 	 £20.00 	" £50,340.00 "	" £47,573.60 "	" £19,760.00 "	" £27,813.60 "	1/10/2019
604-476-517	United States of America	Burlington	" £3,182 "	 £120.00 	 £20.00 	" £63,640.00 "	" £61,650.60 "	" £14,210.00 "	" £47,440.60 "	1/12/2018
753-614-453	United States of America	Burlington	" £1,145 "	 £120.00 	 £300.00 	" £343,500.00 "	" £314,688.00 "	" £343,000.00 "	"-£28,312.00 "	1/12/2019
757-397-484	India	Burlington	 £895 	 £120.00 	 £20.00 	" £17,900.00 "	" £17,076.80 "	" £5,880.00 "	" £11,196.80 "	1/12/2018
712-448-545	Japan	Mandarin	" £3,814 "	 £250.00 	 £12.00 	" £45,768.00 "	" £43,042.62 "	" £9,733.50 "	" £33,309.12 "	1/1/2019
621-518-397	United Kingdom	Mandarin	" £1,188 "	 £250.00 	 £300.00 	" £356,400.00 "	" £336,261.00 "	" £239,750.00 "	" £96,511.00 "	1/2/2019
752-548-378	Brazil	Mandarin	" £2,233 "	 £250.00 	 £300.00 	" £669,900.00 "	" £612,213.00 "	" £686,750.00 "	"-£74,537.00 "	1/2/2019
518-615-417	Japan	Luxe	 £421 	 £260.00 	 £125.00 	" £52,625.00 "	" £38,231.25 "	" £197,400.00 "	"-£159,168.75 "	1/5/2019
510-408-479	United Kingdom	Luxe	 £269 	 £260.00 	 £350.00 	" £94,150.00 "	" £23,688.00 "	" £747,760.00 "	"-£724,072.00 "	1/9/2019
700-647-351	India	Luxe	" £3,766 "	 £260.00 	 £125.00 	" £470,750.00 "	" £462,052.50 "	" £119,280.00 "	" £342,772.50 "	1/9/2018
591-473-383	Japan	Luxe	 £952 	 £260.00 	 £20.00 	" £19,040.00 "	" £17,474.80 "	" £11,180.00 "	" £6,294.80 "	1/11/2019
497-553-475	United States of America	Luxe	" £2,964 "	 £260.00 	 £300.00 	" £889,200.00 "	" £860,388.00 "	" £343,000.00 "	" £517,388.00 "	1/12/2019
553-425-322	Japan	Royal Oak	" £1,505 "	 £5.00 	 £7.00 	" £10,535.00 "	" £10,261.72 "	" £2,440.00 "	" £7,821.72 "	1/2/2019
732-543-363	United States of America	Royal Oak	" £1,678 "	 £5.00 	 £20.00 	" £33,560.00 "	" £31,508.80 "	" £12,820.00 "	" £18,688.80 "	1/6/2019
733-607-390	Japan	Vermont	" £4,249 "	 £10.00 	 £7.00 	" £29,743.00 "	" £29,599.08 "	" £1,285.00 "	" £28,314.08 "	1/5/2019
699-609-517	United States of America	Luxe	" £1,677 "	 £260.00 	 £20.00 	" £33,540.00 "	" £31,488.80 "	" £12,820.00 "	" £18,668.80 "	1/6/2019
467-431-551	Brazil	Kensington	" £3,051 "	 £3.00 	 £125.00 	" £381,375.00 "	" £365,975.00 "	" £184,800.00 "	" £181,175.00 "	1/8/2019
542-405-351	United Kingdom	Kensington	" £3,372 "	 £3.00 	 £15.00 	" £50,580.00 "	" £49,992.00 "	" £4,900.00 "	" £45,092.00 "	1/11/2019
467-537-413	Brazil	Kensington	" £1,686 "	 £3.00 	 £350.00 	" £590,100.00 "	" £551,964.00 "	" £354,120.00 "	" £197,844.00 "	1/12/2019
773-433-333	United Kingdom	Royal Oak	" £3,086 "	 £5.00 	 £15.00 	" £46,290.00 "	" £43,288.80 "	" £25,010.00 "	" £18,278.80 "	1/3/2019
619-663-361	Japan	Royal Oak	" £4,150 "	 £5.00 	 £20.00 	" £83,000.00 "	" £81,867.20 "	" £7,080.00 "	" £74,787.20 "	1/6/2019
467-483-510	India	Royal Oak	" £3,027 "	 £5.00 	 £20.00 	" £60,540.00 "	" £59,508.00 "	" £6,450.00 "	" £53,058.00 "	1/7/2019
533-569-389	United Kingdom	Royal Oak	" £4,359 "	 £5.00 	 £300.00 	" £1,307,700.00 "	" £1,270,212.00 "	" £390,500.00 "	" £879,712.00 "	1/8/2019
711-670-528	Japan	Royal Oak	" £3,628 "	 £5.00 	 £300.00 	" £1,088,400.00 "	" £1,057,608.00 "	" £320,750.00 "	" £736,858.00 "	1/9/2018
754-625-343	India	Royal Oak	" £1,589 "	 £5.00 	 £15.00 	" £23,835.00 "	" £22,981.80 "	" £7,110.00 "	" £15,871.80 "	1/12/2019
712-491-396	Brazil	Vermont	" £2,679 "	 £10.00 	 £125.00 	" £334,875.00 "	" £323,735.00 "	" £133,680.00 "	" £190,055.00 "	1/3/2019
493-525-309	India	Vermont	" £3,401 "	 £10.00 	 £7.00 	" £23,807.00 "	" £23,101.96 "	" £6,295.00 "	" £16,806.96 "	1/4/2019
700-649-472	India	Vermont	" £2,815 "	 £10.00 	 £7.00 	" £19,705.00 "	" £19,091.80 "	" £5,475.00 "	" £13,616.80 "	1/5/2019
665-409-541	India	Vermont	" £2,964 "	 £10.00 	 £20.00 	" £59,280.00 "	" £57,094.40 "	" £13,660.00 "	" £43,434.40 "	1/6/2019
523-567-346	Brazil	Vermont	" £4,173 "	 £10.00 	 £300.00 	" £1,251,900.00 "	" £1,192,860.00 "	" £615,000.00 "	" £577,860.00 "	1/6/2019
525-400-467	United States of America	Vermont	" £1,157 "	 £10.00 	 £7.00 	" £8,099.00 "	" £7,719.32 "	" £3,390.00 "	" £4,329.32 "	1/8/2019
565-545-533	India	Vermont	" £3,065 "	 £10.00 	 £7.00 	" £21,455.00 "	" £20,560.12 "	" £7,990.00 "	" £12,570.12 "	1/8/2019
617-617-533	India	Vermont	" £1,962 "	 £10.00 	 £7.00 	" £13,734.00 "	" £12,384.96 "	" £12,045.00 "	 £339.96 	1/9/2018
572-493-373	India	Vermont	" £4,080 "	 £10.00 	 £20.00 	" £81,600.00 "	" £78,505.60 "	" £19,340.00 "	" £59,165.60 "	1/9/2019
650-532-382	Brazil	Vermont	" £1,713 "	 £10.00 	 £20.00 	" £34,260.00 "	" £29,471.20 "	" £29,930.00 "	-£458.80 	1/9/2019
505-487-358	India	Vermont	" £2,795 "	 £10.00 	 £350.00 	" £978,250.00 "	" £918,162.00 "	" £557,960.00 "	" £360,202.00 "	1/11/2018
541-500-366	Brazil	Vermont	" £4,082 "	 £10.00 	 £7.00 	" £28,574.00 "	" £27,484.24 "	" £9,730.00 "	" £17,754.24 "	1/12/2018
664-521-559	Brazil	Vermont	" £1,691 "	 £10.00 	 £350.00 	" £591,850.00 "	" £553,714.00 "	" £354,120.00 "	" £199,594.00 "	1/12/2019
559-553-413	Japan	Burlington	" £2,305 "	 £120.00 	 £12.00 	" £27,660.00 "	" £27,085.92 "	" £1,794.00 "	" £25,291.92 "	1/3/2019
581-560-364	United States of America	Burlington	" £3,401 "	 £120.00 	 £7.00 	" £23,807.00 "	" £22,179.08 "	" £14,535.00 "	" £7,644.08 "	1/6/2019
768-463-443	India	Burlington	" £2,288 "	 £120.00 	 £7.00 	" £16,016.00 "	" £14,706.72 "	" £11,690.00 "	" £3,016.72 "	1/6/2019
753-573-478	United Kingdom	Burlington	" £2,399 "	 £120.00 	 £300.00 	" £719,700.00 "	" £710,436.00 "	" £96,500.00 "	" £613,936.00 "	1/11/2018
505-555-368	Brazil	Burlington	" £4,086 "	 £120.00 	 £300.00 	" £1,225,800.00 "	" £1,210,560.00 "	" £158,750.00 "	" £1,051,810.00 "	1/12/2019
783-474-467	United Kingdom	Mandarin	" £2,651 "	 £250.00 	 £350.00 	" £927,850.00 "	" £911,764.00 "	" £149,370.00 "	" £762,394.00 "	1/4/2019
477-623-335	India	Mandarin	" £3,971 "	 £250.00 	 £7.00 	" £27,797.00 "	" £26,487.72 "	" £11,690.00 "	" £14,797.72 "	1/6/2019
625-502-553	United Kingdom	Mandarin	" £2,512 "	 £250.00 	 £350.00 	" £879,200.00 "	" £868,532.00 "	" £99,060.00 "	" £769,472.00 "	1/8/2019
476-479-502	India	Mandarin	" £2,745 "	 £250.00 	 £350.00 	" £960,750.00 "	" £948,934.00 "	" £109,720.00 "	" £839,214.00 "	1/8/2019
615-438-318	Japan	Mandarin	" £1,903 "	 £250.00 	 £300.00 	" £570,900.00 "	" £519,684.00 "	" £533,500.00 "	"-£13,816.00 "	1/9/2019
535-438-475	United States of America	Mandarin	 £647 	 £250.00 	 £300.00 	" £194,100.00 "	" £174,708.00 "	" £202,000.00 "	"-£27,292.00 "	1/12/2018
625-465-480	Japan	Luxe	" £2,914 "	 £260.00 	 £20.00 	" £58,280.00 "	" £57,147.20 "	" £7,080.00 "	" £50,067.20 "	1/6/2019
619-597-412	United States of America	Luxe	" £1,889 "	 £260.00 	 £7.00 	" £13,223.00 "	" £11,595.08 "	" £14,535.00 "	"-£2,939.92 "	1/6/2019
548-464-325	India	Luxe	" £1,466 "	 £260.00 	 £20.00 	" £29,320.00 "	" £27,134.40 "	" £13,660.00 "	" £13,474.40 "	1/6/2019
594-660-468	Brazil	Luxe	 £887 	 £260.00 	 £300.00 	" £266,100.00 "	" £207,060.00 "	" £615,000.00 "	"-£407,940.00 "	1/6/2019
537-631-425	India	Luxe	 £395 	 £260.00 	 £20.00 	" £7,900.00 "	" £5,468.00 "	" £15,200.00 "	"-£9,732.00 "	1/11/2019
640-666-532	India	Luxe	" £1,693 "	 £260.00 	 £15.00 	" £25,395.00 "	" £24,541.80 "	" £7,110.00 "	" £17,431.80 "	1/12/2019
518-540-388	Brazil	Luxe	" £2,459 "	 £260.00 	 £12.00 	" £29,508.00 "	" £28,188.00 "	" £4,125.00 "	" £24,063.00 "	1/12/2018
622-570-351	Brazil	Luxe	" £2,649 "	 £260.00 	 £300.00 	" £794,700.00 "	" £779,460.00 "	" £158,750.00 "	" £620,710.00 "	1/12/2019
650-524-379	United States of America	Mandarin	" £3,608 "	 £250.00 	 £20.00 	" £72,160.00 "	" £71,461.60 "	" £4,365.00 "	" £67,096.60 "	1/7/2019
572-541-520	Japan	Kensington	" £1,073 "	 £3.00 	 £300.00 	" £321,900.00 "	" £292,362.00 "	" £273,500.00 "	" £18,862.00 "	1/6/2019
629-416-488	Brazil	Kensington	" £1,754 "	 £3.00 	 £12.00 	" £21,048.00 "	" £20,651.64 "	" £1,101.00 "	" £19,550.64 "	1/10/2018
675-654-494	Japan	Royal Oak	" £2,167 "	 £5.00 	 £300.00 	" £650,100.00 "	" £547,432.50 "	" £950,625.00 "	"-£403,192.50 "	1/4/2019
784-390-421	United Kingdom	Royal Oak	" £1,319 "	 £5.00 	 £350.00 	" £461,650.00 "	" £409,171.00 "	" £433,160.00 "	"-£23,989.00 "	1/5/2019
640-422-493	United Kingdom	Royal Oak	" £1,679 "	 £5.00 	 £300.00 	" £503,700.00 "	" £495,006.00 "	" £80,500.00 "	" £414,506.00 "	1/9/2018
458-535-423	Japan	Royal Oak	" £1,252 "	 £5.00 	 £12.00 	" £15,024.00 "	" £12,517.32 "	" £6,963.00 "	" £5,554.32 "	1/11/2019
460-667-519	United Kingdom	Royal Oak	" £3,493 "	 £5.00 	 £125.00 	" £436,625.00 "	" £415,733.75 "	" £222,840.00 "	" £192,893.75 "	1/11/2018
540-681-504	Japan	Royal Oak	" £1,697 "	 £5.00 	 £7.00 	" £11,879.00 "	" £10,864.07 "	" £8,055.00 "	" £2,809.07 "	1/12/2018
619-486-539	United States of America	Royal Oak	" £1,156 "	 £5.00 	 £125.00 	" £144,500.00 "	" £113,033.75 "	" £335,640.00 "	"-£222,606.25 "	1/12/2019
710-580-443	India	Royal Oak	 £726 	 £5.00 	 £300.00 	" £217,800.00 "	" £208,782.00 "	" £83,500.00 "	" £125,282.00 "	1/12/2018
529-635-332	Brazil	Vermont	" £1,153 "	 £10.00 	 £300.00 	" £345,900.00 "	" £276,645.00 "	" £641,250.00 "	"-£364,605.00 "	1/1/2019
736-491-552	Brazil	Vermont	" £2,720 "	 £10.00 	 £350.00 	" £952,000.00 "	" £875,864.50 "	" £628,420.00 "	" £247,444.50 "	1/1/2019
610-671-485	United States of America	Vermont	" £3,658 "	 £10.00 	 £15.00 	" £54,870.00 "	" £49,908.75 "	" £36,750.00 "	" £13,158.75 "	1/4/2019
680-681-360	Japan	Vermont	" £2,950 "	 £10.00 	 £300.00 	" £885,000.00 "	" £855,462.00 "	" £273,500.00 "	" £581,962.00 "	1/6/2019
507-406-392	United Kingdom	Vermont	" £1,821 "	 £10.00 	 £15.00 	" £27,315.00 "	" £25,658.55 "	" £12,270.00 "	" £13,388.55 "	1/10/2019
770-458-532	Brazil	Vermont	" £4,174 "	 £10.00 	 £12.00 	" £50,088.00 "	" £49,691.64 "	" £1,101.00 "	" £48,590.64 "	1/10/2018
634-617-399	United Kingdom	Vermont	" £1,127 "	 £10.00 	 £300.00 	" £338,100.00 "	" £302,352.00 "	" £331,000.00 "	"-£28,648.00 "	1/11/2019
591-511-363	India	Vermont	" £2,209 "	 £10.00 	 £12.00 	" £26,508.00 "	" £24,591.00 "	" £5,325.00 "	" £19,266.00 "	1/11/2018
471-423-470	United States of America	Vermont	 £862 	 £10.00 	 £125.00 	" £107,750.00 "	" £76,283.75 "	" £335,640.00 "	"-£259,356.25 "	1/12/2019
539-476-324	Brazil	Burlington	" £3,805 "	 £120.00 	 £15.00 	" £57,075.00 "	" £56,744.25 "	" £2,450.00 "	" £54,294.25 "	1/5/2019
619-548-556	Japan	Burlington	" £1,415 "	 £120.00 	 £300.00 	" £424,500.00 "	" £322,075.50 "	" £948,375.00 "	"-£626,299.50 "	1/7/2019
583-591-540	India	Burlington	" £2,231 "	 £120.00 	 £350.00 	" £780,850.00 "	" £739,679.50 "	" £339,820.00 "	" £399,859.50 "	1/7/2019
724-421-450	Japan	Burlington	" £3,649 "	 £120.00 	 £125.00 	" £456,125.00 "	" £449,746.25 "	" £68,040.00 "	" £381,706.25 "	1/9/2019
528-578-337	Brazil	Burlington	" £2,948 "	 £120.00 	 £125.00 	" £368,500.00 "	" £344,762.50 "	" £253,200.00 "	" £91,562.50 "	1/9/2019
593-563-322	Japan	Burlington	" £3,395 "	 £120.00 	 £350.00 	" £1,188,250.00 "	" £1,148,276.50 "	" £329,940.00 "	" £818,336.50 "	1/10/2019
549-644-302	United States of America	Mandarin	" £2,650 "	 £250.00 	 £12.00 	" £31,800.00 "	" £29,687.52 "	" £5,868.00 "	" £23,819.52 "	1/1/2019
596-680-515	India	Mandarin	 £585 	 £250.00 	 £300.00 	" £175,500.00 "	" £103,707.00 "	" £664,750.00 "	"-£561,043.00 "	1/2/2019
501-397-331	United States of America	Mandarin	" £1,316 "	 £250.00 	 £350.00 	" £460,600.00 "	" £418,027.75 "	" £351,390.00 "	" £66,637.75 "	1/4/2019
558-636-503	India	Mandarin	" £4,459 "	 £250.00 	 £12.00 	" £53,508.00 "	" £52,557.60 "	" £2,640.00 "	" £49,917.60 "	1/5/2019
751-389-292	United States of America	Mandarin	" £2,711 "	 £250.00 	 £300.00 	" £813,300.00 "	" £762,891.00 "	" £466,750.00 "	" £296,141.00 "	1/9/2019
621-559-361	United Kingdom	Mandarin	" £2,621 "	 £250.00 	 £12.00 	" £31,452.00 "	" £29,039.28 "	" £6,702.00 "	" £22,337.28 "	1/9/2018
788-682-446	United Kingdom	Mandarin	" £3,613 "	 £250.00 	 £15.00 	" £54,195.00 "	" £52,538.55 "	" £12,270.00 "	" £40,268.55 "	1/10/2019
620-470-432	Brazil	Mandarin	" £1,847 "	 £250.00 	 £125.00 	" £230,875.00 "	" £221,008.75 "	" £105,240.00 "	" £115,768.75 "	1/11/2019
555-625-396	United States of America	Luxe	" £2,996 "	 £260.00 	 £350.00 	" £1,048,600.00 "	" £983,363.50 "	" £538,460.00 "	" £444,903.50 "	1/9/2019
508-634-350	Japan	Luxe	" £2,838 "	 £260.00 	 £350.00 	" £993,300.00 "	" £953,326.50 "	" £329,940.00 "	" £623,386.50 "	1/10/2019
651-434-534	India	Luxe	" £1,302 "	 £260.00 	 £15.00 	" £19,530.00 "	" £18,220.50 "	" £9,700.00 "	" £8,520.50 "	1/11/2018
615-665-353	Brazil	Luxe	" £1,536 "	 £260.00 	 £20.00 	" £30,720.00 "	" £27,670.80 "	" £16,940.00 "	" £10,730.80 "	1/11/2019
516-611-479	India	Kensington	" £1,291 "	 £3.00 	 £20.00 	" £25,820.00 "	" £24,626.60 "	" £6,630.00 "	" £17,996.60 "	1/5/2019
746-629-423	Japan	Kensington	" £1,213 "	 £3.00 	 £7.00 	" £8,491.00 "	" £7,975.03 "	" £4,095.00 "	" £3,880.03 "	1/7/2019
649-625-306	India	Kensington	" £2,370 "	 £3.00 	 £12.00 	" £28,440.00 "	" £26,733.60 "	" £4,740.00 "	" £21,993.60 "	1/9/2019
762-509-488	Brazil	Kensington	" £1,979 "	 £3.00 	 £7.00 	" £13,853.00 "	" £13,524.77 "	" £2,605.00 "	" £10,919.77 "	1/12/2019
657-603-430	United States of America	Vermont	" £2,879 "	 £10.00 	 £20.00 	" £57,580.00 "	" £55,828.60 "	" £9,730.00 "	" £46,098.60 "	1/3/2019
727-523-380	Brazil	Vermont	" £1,707 "	 £10.00 	 £20.00 	" £34,140.00 "	" £32,271.60 "	" £10,380.00 "	" £21,891.60 "	1/6/2019
616-391-298	India	Vermont	" £2,933 "	 £10.00 	 £7.00 	" £20,531.00 "	" £20,304.20 "	" £1,800.00 "	" £18,504.20 "	1/10/2019
772-462-547	United Kingdom	Burlington	" £1,014 "	 £120.00 	 £12.00 	" £12,168.00 "	" £10,043.64 "	" £5,901.00 "	" £4,142.64 "	1/3/2019
521-588-502	Brazil	Burlington	 £693 	 £120.00 	 £15.00 	" £10,395.00 "	" £6,847.20 "	" £26,280.00 "	"-£19,432.80 "	1/4/2019
752-630-486	India	Mandarin	" £3,741 "	 £250.00 	 £7.00 	" £26,187.00 "	" £25,960.20 "	" £1,800.00 "	" £24,160.20 "	1/10/2019
551-596-503	United Kingdom	Mandarin	" £3,116 "	 £250.00 	 £20.00 	" £62,320.00 "	" £57,492.40 "	" £26,820.00 "	" £30,672.40 "	1/11/2018
529-496-461	Brazil	Mandarin	" £3,995 "	 £250.00 	 £7.00 	" £27,965.00 "	" £27,636.77 "	" £2,605.00 "	" £25,031.77 "	1/12/2019
609-556-367	Brazil	Luxe	 £953 	 £260.00 	 £20.00 	" £19,060.00 "	" £17,191.60 "	" £10,380.00 "	" £6,811.60 "	1/6/2019
548-689-499	Japan	Luxe	" £2,530 "	 £260.00 	 £15.00 	" £37,950.00 "	" £35,748.83 "	" £16,305.00 "	" £19,443.83 "	1/7/2019
546-641-398	United Kingdom	Luxe	" £2,565 "	 £260.00 	 £12.00 	" £30,780.00 "	" £30,449.52 "	 £918.00 	" £29,531.52 "	1/12/2018
693-437-408	United States of America	Kensington	" £4,297 "	 £3.00 	 £12.00 	" £51,564.00 "	" £51,100.80 "	" £1,158.00 "	" £49,942.80 "	1/10/2018
596-635-533	United States of America	Royal Oak	" £2,871 "	 £5.00 	 £7.00 	" £20,097.00 "	" £18,467.40 "	" £11,640.00 "	" £6,827.40 "	1/9/2019
485-558-335	United States of America	Vermont	" £3,537 "	 £10.00 	 £12.00 	" £42,444.00 "	" £41,980.80 "	" £1,158.00 "	" £40,822.80 "	1/10/2018
508-518-496	United States of America	Kensington	" £1,598 "	 £3.00 	 £125.00 	" £199,750.00 "	" £156,681.25 "	" £413,460.00 "	"-£256,778.75 "	1/4/2019
753-448-528	United Kingdom	Kensington	" £2,616 "	 £3.00 	 £125.00 	" £327,000.00 "	" £308,475.00 "	" £177,840.00 "	" £130,635.00 "	1/12/2018
551-398-408	United States of America	Royal Oak	" £2,836 "	 £5.00 	 £350.00 	" £992,600.00 "	" £911,645.00 "	" £601,380.00 "	" £310,265.00 "	1/5/2019
512-512-475	United States of America	Royal Oak	" £4,023 "	 £5.00 	 £125.00 	" £502,875.00 "	" £480,325.00 "	" £216,480.00 "	" £263,845.00 "	1/11/2018
780-630-469	United Kingdom	Royal Oak	" £3,994 "	 £5.00 	 £15.00 	" £59,910.00 "	" £56,802.00 "	" £20,720.00 "	" £36,082.00 "	1/12/2019
777-656-382	United Kingdom	Vermont	" £2,928 "	 £10.00 	 £20.00 	" £58,560.00 "	" £54,652.00 "	" £19,540.00 "	" £35,112.00 "	1/3/2019
532-518-298	Brazil	Vermont	" £2,912 "	 £10.00 	 £300.00 	" £873,600.00 "	" £855,870.00 "	" £147,750.00 "	" £708,120.00 "	1/5/2019
598-484-535	United Kingdom	Vermont	" £3,671 "	 £10.00 	 £15.00 	" £55,065.00 "	" £51,814.50 "	" £21,670.00 "	" £30,144.50 "	1/10/2018
590-542-517	India	Vermont	" £2,778 "	 £10.00 	 £20.00 	" £55,560.00 "	" £55,078.00 "	" £2,410.00 "	" £52,668.00 "	1/10/2019
550-406-320	India	Burlington	 £405 	 £120.00 	 £15.00 	" £6,075.00 "	" £5,053.50 "	" £6,810.00 "	"-£1,756.50 "	1/1/2019
734-410-444	India	Burlington	" £2,013 "	 £120.00 	 £15.00 	" £30,195.00 "	" £29,430.00 "	" £5,100.00 "	" £24,330.00 "	1/4/2019
750-539-399	United States of America	Burlington	" £2,634 "	 £120.00 	 £15.00 	" £39,510.00 "	" £38,325.00 "	" £7,900.00 "	" £30,425.00 "	1/5/2019
472-553-296	United Kingdom	Burlington	" £4,166 "	 £120.00 	 £350.00 	" £1,458,100.00 "	" £1,435,735.00 "	" £166,140.00 "	" £1,269,595.00 "	1/7/2019
789-497-405	United States of America	Burlington	 £355 	 £120.00 	 £125.00 	" £44,375.00 "	" £24,425.00 "	" £191,520.00 "	"-£167,095.00 "	1/9/2019
665-499-368	United States of America	Burlington	" £2,382 "	 £120.00 	 £300.00 	" £714,600.00 "	" £645,780.00 "	" £573,500.00 "	" £72,280.00 "	1/10/2018
555-578-410	India	Burlington	" £4,170 "	 £120.00 	 £20.00 	" £83,400.00 "	" £82,918.00 "	" £2,410.00 "	" £80,508.00 "	1/10/2019
660-592-479	India	Burlington	 £892 	 £120.00 	 £7.00 	" £6,244.00 "	" £4,378.50 "	" £13,325.00 "	"-£8,946.50 "	1/11/2019
528-630-318	Japan	Burlington	" £2,200 "	 £120.00 	 £125.00 	" £275,000.00 "	" £251,050.00 "	" £229,920.00 "	" £21,130.00 "	1/12/2018
540-541-340	United Kingdom	Burlington	" £3,389 "	 £120.00 	 £300.00 	" £1,016,700.00 "	" £991,110.00 "	" £213,250.00 "	" £777,860.00 "	1/12/2019
620-492-428	Brazil	Mandarin	" £2,990 "	 £250.00 	 £125.00 	" £373,750.00 "	" £369,487.50 "	" £40,920.00 "	" £328,567.50 "	1/5/2019
759-678-392	Brazil	Mandarin	" £4,013 "	 £250.00 	 £15.00 	" £60,195.00 "	" £59,233.50 "	" £6,410.00 "	" £52,823.50 "	1/7/2019
691-449-296	United States of America	Mandarin	 £739 	 £250.00 	 £350.00 	" £258,650.00 "	" £160,405.00 "	" £729,820.00 "	"-£569,415.00 "	1/8/2019
675-665-426	Brazil	Mandarin	" £1,989 "	 £250.00 	 £300.00 	" £596,700.00 "	" £583,740.00 "	" £108,000.00 "	" £475,740.00 "	1/9/2019
540-690-394	United States of America	Mandarin	" £2,991 "	 £250.00 	 £300.00 	" £897,300.00 "	" £828,480.00 "	" £573,500.00 "	" £254,980.00 "	1/10/2018
549-573-390	United Kingdom	Mandarin	" £4,237 "	 £250.00 	 £15.00 	" £63,555.00 "	" £60,304.50 "	" £21,670.00 "	" £38,634.50 "	1/10/2018
585-479-539	Japan	Mandarin	" £1,442 "	 £250.00 	 £125.00 	" £180,250.00 "	" £148,637.50 "	" £303,480.00 "	"-£154,842.50 "	1/11/2019
602-656-301	India	Mandarin	" £2,712 "	 £250.00 	 £350.00 	" £949,200.00 "	" £883,750.00 "	" £486,200.00 "	" £397,550.00 "	1/12/2018
606-467-306	United States of America	Luxe	" £1,508 "	 £260.00 	 £125.00 	" £188,500.00 "	" £181,262.50 "	" £69,480.00 "	" £111,782.50 "	1/1/2019
742-649-556	Japan	Luxe	" £4,245 "	 £260.00 	 £350.00 	" £1,485,750.00 "	" £1,407,350.00 "	" £582,400.00 "	" £824,950.00 "	1/2/2019
648-609-434	United States of America	Luxe	" £2,630 "	 £260.00 	 £300.00 	" £789,000.00 "	" £699,210.00 "	" £748,250.00 "	"-£49,040.00 "	1/3/2019
